"Fuente","Título","Autor","Editorial","ISSN-e","ISSN","ISBN","Volumén","Número","Páginas"
"Artículo","Enhancing care services quality of nursing homes using data mining","Bor-Wen Cheng, Chun-Lang Chang, I-Sheng Liu","Quality control and applied statistics","","","","","","441-444"
"Artículo","Building process understanding for vaccine manufacturing using data mining","Matthew C. Wiener, Louis Obando, Julia O'Neill","Quality control and applied statistics","","","","","","385-387"
"Artículo","A Study of the Mining Access Patterns form Web Log Data","J. Y. Ahn","IEICE transactions on information and systems","","","","","","782-785"
"Artículo","Integration of Learning Methods, Medical Literature and Expert Inspection in Medical Data Mining","T. Ho","IEICE transactions on information and systems","","","","","","1574-1581"
"Artículo","Books as expressions of global cultural diversity: Data mining for national collection analysis","Timothy J. Dickey","Library Resources and Technical Services","","","","","","148-162"
"Artículo","Data mining reconsidered: encompassing and the general-to-specific approach to specification search","Kevin D. Hoover, Stephen J. Perez","General-to-specific modelling / Julia Campos Fernández (ed. lit.)","","","","","","423-447"
"Artículo","Guest editorial: special issue on data mining with matrices, graphs and tensors","Tao Li, Chris Ding, Fei Wang","Data mining and knowledge discovery","","","","","","337-339"
"Artículo","Data-mining and predicting academic success: A recommendation system for college students","Leah Whitten, Anthonv Sanders","Educational technology: The magazine for managers of change in education","","","","","","40-42"
"Artículo","Using Data Mining to Trace Changing Association Patterns over Time","Matthew Brook O'Donnell, Catherine Smith","Proceedings of the Corpus Linguistics Conference 2009 (CL2009)","","","","","",""
"Artículo","Mining in Anticipation for Concept Change: Proactive-Reactive Prediction in Data Streams","Y. Yang","Data mining and knowledge discovery","","","","","","261-289"
"Artículo","Astrolabe: A Robust and Scalable Technology for Distributed System Monitoring, Management, and Data Mining.","Kenneth P. Birman, Werner Vogels, Robert Van Renesse","ACM transactions on computer systems","","","","","",""
"Artículo","Accurate Prediction of Protein Disordered Regions by Mining Protein Structure Data","J. Cheng, M. J. Sweredoski","Data mining and knowledge discovery","","","","","","213-222"
"Artículo","Data Mining: Multimedia, Soft Computing, and Bioinformatics (Book).368","","Technometrics: A journal of statistics for the physical","","","","","","368-369"
"Artículo","EU research leads to next generation of data-mining software","Gerald Ondrey","Chemical engineering","","","","","",""
"Artículo","HYPERSPECTRAL IMAGE DATA MINING FOR BAND SELECTION IN AGRICULTURAL APPLICATIONS","Peter Groves, Lei F. Tian, Sreekala G. Bajwa, Peter Bajcsy","Transactions of the ASAE","","","","","","895-907"
"Artículo","A Model-Based Frequency Constraint for Mining Associations from Transaction Data","M. Hahsler","Data mining and knowledge discovery","","","","","","137-166"
"Artículo","A Bit Level Representation for Time Series Data Mining with Shape Based Similarity","C. A. Ratanamahatana, A. Bagnall","Data mining and knowledge discovery","","","","","","11-40"
"Artículo","Spatial Data Mining: Database Primitives, Algorithms and Efficient DBMS Support","A. Frommelt, M. Ester, H.-P. Kriegel","Data mining and knowledge discovery","","","","","","193-216"
"Artículo","Data mining corrosion from eddy current non-destructive tests","Donald E. Brown, John R. Brence","Computers & industrial engineering","","","","","","821-840"
"Artículo","Improving on &#039;Data mining reconsidered&#039; by K.D. Hoover and S.J. Perez","David F. Hendry, Hans-Martin Krolzig","Econometrics journal","","","","","","202-219"
"Artículo","Functional and embedded dependency inference: a data mining point of view","N. Novelli, R. Cicchetti","Information systems","","","","","","477-506"
"Artículo","Variable Selection in Data Mining: Building a Predictive Model for Bankruptcy","","Journal of the American Statistical Association","","","","","","303-313"
"Artículo","Efficient data mining for calling path patterns in GSM networks","Yao-Te Wang, Anthony J.T. Lee","Information systems","","","","","","929-948"
"Artículo","Design and development of self-organising neural network schemes: as data mining tool","S. Sumathi, S. N. Sivanandam","International journal of engineering intelligent systems for electrical engineering and communications","","","","","","109-124"
"Artículo","Improving on &#145;Data mining reconsidered&#146; by K.D. Hoover and S.J. Perez","Hans-Martin Krolzig, David F. Hendry","Econometrics journal","","","","","","202-219"
"Artículo","Data mining reconsidered: encompassing and the general-to-specific approach to specification search","Kevin D. Hoover, Stephen J. Perez","Econometrics journal","","","","","","167-191"
"Artículo","Identifying adaptor contamination when mining DNA sequence data","J.S. Coker, E. Davies","BioTechniques","","","","","","194-198"
"Artículo","Enhancing context specifications for dependable adaptive systems: A data mining approach","Arthur Rodrigues, Genaína N. Rodrigues, Alessia Knauss, Raian Ali, Hugo Andrade","Information and software technology","","","","","","115-131"
"Artículo","Guest editorial: special issue on data mining technologies for computational social science","Fei Wang, Hanghang Tong, Philip S. Yu, Charu C. Aggarwal","Data mining and knowledge discovery","","","","","","415-419"
"Artículo","Nonlinear information data mining based on time series for fractional differential operators","Shaofei Wu","Chaos: An interdisciplinary journal of nonlinear science","","","","","",""
"Artículo","Data mining classification techniques: an application to tobacco consumption in teenagers","Juan José Montaño Moreno, Elena Gervilla García, Berta Cajal Blasco, Alfonso Luis Palmer Pol","Anales de psicología","","","","","","633-641"
"Artículo","Data mining para investigar la desinformación: experiencias metodológicas de un proyecto sobre COVID-19","Ramón Salaverría Aliaga, Nataly Buslon Valdez, María del Pilar Martínez-Costa Pérez, M. Carmen Erviti Ilundain, Bienvenido León Anguiano","Transformación digital : desafíos y expectativas para el periodismo: libro de resúmenes. XXVII Congreso Internacional de la Sociedad Española de Periodística / coord. por Marián Alonso González","","","","","","372-374"
"Artículo","Aspectos metodológicos da utilização de Data Mining no âmbito da Geografia","Fernando Lucas Baçao, Marco Painho","Finisterra: Revista Portuguesa de Geografia","","","","","","135-147"
"Artículo","From Babel to Knowledge: Data Mining Large Digital Collections","Daniel J. Cohen","D-Lib Magazine","","","","","",""
"Artículo","Data Mining for Inventory Item Selection with Cross-Selling Considerations","R. C. Wong","Data mining and knowledge discovery","","","","","","81-112"
"Artículo","Rough set theory for data mining for fault diagnosis on distribution feeder","C. F. Chien, T. L. B. Tseng, J.-T. Peng","IEE Proceedings: Generation transmission and distribution","","","","","","689-697"
"Artículo","Remote Cloud Ceiling Assessment Using Data-Mining Methods","William T. Thompson, Arunas P. Kuciauskas, Kim Richardson, Richard L. Bankert, Michael Hadjimichael","Journal of applied meteorology","","","","","","1929-1946"
"Artículo","Mining Adaptive Ratio Rules from Distributed Data Sources","B. Zhang, Q. Cheng, N. Liu, J. Yan, Q. Yang","Data mining and knowledge discovery","","","","","","249-273"
"Artículo","Mining top-K frequent itemsets from data streams","R. C. Wong","Data mining and knowledge discovery","","","","","","193-217"
"Artículo","DETECTING Money Laundering and Terrorist Financing VIA DATA MINING","John S. Zdanowicz","Communications of the ACM","","","","","","53-55"
"Artículo","High-Performance Commercial Data Mining A Multistrategy Machine Learning Application","T. Redman, M. Welge, W. H. Hsu, D. Clutter","Data mining and knowledge discovery","","","","","","361-391"
"Artículo","Data mining with local model specification uncertainty: a discussion of Hoover and Perez","Clive Granger, Allan Timmermann","Econometrics journal","","","","","","220-225"
"Artículo","A genetic algorithm methodology for data mining and intelligent knowledge acquisition","A. Kamrani","Computers & industrial engineering","","","","","","361-377"
"Artículo","Extensible Parallel Query Processing for Exploratory Geoscientific Data Mining","E. C. Shek, R. R. Muntz, E. Mesrobian","Data mining and knowledge discovery","","","","","","277-304"
"Artículo","The Elements of Statistical Learning: Data Mining, Inference, and Prediction (Book)","","Journal of the American Statistical Association","","","","","",""
"Artículo","On the Need for Time Series Data Mining Benchmarks: A Survey and Empirical Demonstration","Shruti Kasetty, Eamonn Keogh","Data mining and knowledge discovery","","","","","","349-371"
"Artículo","Data mining reconsidered: encompassing and the general-to-specific approach to specification search","Stephen J. Perez, Kevin D. Hoover","Econometrics journal","","","","","","167-191"
"Artículo","Is Sampling Useful in Data Mining? A Case in the Maintenance of Discovered Association Rules","David W. Cheung, S.D. Lee, Ben Kao","Data mining and knowledge discovery","","","","","","233-262"
"Artículo","Data mining with local model specification uncertainty: a discussion of Hoover and Perez","Clive Granger, Allan Timmermann","Econometrics journal","","","","","","220-225"
"Artículo","ConChi: Pattern Change Mining from Mobile Context-Aware Data","Luca Cagliero","Research and design innovations for mobile user experience / coord. por Kerem Rizvanoglu","","","","","","263-285"
"Artículo","Process Mining: Extracting Valuable Knowledge from Event Log Data","Edgar Batista","4th URV doctoral workshop in computer science and mathematics / Luis Alexandre Viejo Galicia (ed. lit.)","","","","","","49-52"
"Artículo","Data mining and the challenges of protecting employe privacy under U.S. Law.","Pauline T. Kim","Comparative labor law and policy journal","","","","","","405-420"
"Artículo","Guest editorial: Special issue on data mining for medicine and healthcare","Fei Wang, Gregor Stiglic, Zoran Obradovic, Ian Davidson","Data mining and knowledge discovery","","","","","","867-870"
"Artículo","Interpretability and Mean-Square Error Performance of Fuzzy Inference Systems for Data Mining","A. Kumar","Intelligent systems in accounting","","","","","","185-196"
"Artículo","Combining Data and Text Mining Techniques for Analysing Financial Reports","A. Kloptchenko","Intelligent systems in accounting","","","","","","29-42"
"Artículo","Editorial: Data Mining in Electronic Commerce - Support vs. Confidence","César Astudillo, Matthew Bardeen, Narciso Cerpa","Journal of Theoretical and Applied Electronic Commerce Research","","","","","",""
"Artículo","Investigation of the hydraulic unit operation features based on vibration system data mining","Tatiana Penkova, Anna Korobko","Computational Science and Its Applications -- ICCSA 2019","","","","","","434-446"
